,Tarantula,Ochiai1,Ochiai2,RusselRao,Ample,Jaccard,Kulczynski,Wong1,Wong2,Wong3,GP02,GP03,GP19,GP13,Naish1,Naish2,2262,1161,704,563,943,1038,1034,combine
class2Mut129_T0,5.0,5.0,5.0,2.0,7.0,3.0,3.0,2.0,19.0,2.0,2.0,17.0,3.0,2.0,20.0,2.0,3.0,9.0,9.0,3.0,2.0,13.0,15.0,1.0
class2Mut109_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,5.0,4.0,6.0,4.0,2.0,4.0,1.0
class2Mut145_T0,5.0,5.0,5.0,2.0,7.0,3.0,3.0,2.0,19.0,2.0,2.0,17.0,3.0,2.0,20.0,2.0,3.0,9.0,9.0,3.0,2.0,13.0,15.0,1.0
class2Mut105_T2,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,21.0,1.0,20.0,14.0,2.0,2.0,21.0,2.0,1.0,3.0,5.0,1.0,11.0,7.0,8.0,3.0
class2Mut54_T14,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,11.0,8.0,9.0,15.0,15.0,11.0,14.0,14.0,13.0,14.0,14.0,13.0,11.0,12.0,1.0
class2Mut47_T2,8.0,5.0,8.0,1.0,3.0,5.0,5.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,5.0,2.0,1.0,11.0,8.0,1.0
class2Mut8_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,5.0,4.0,6.0,4.0,2.0,4.0,1.0
class2Mut83_T15,16.0,16.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,15.0,10.0,16.0,16.0,16.0,7.0,10.0,8.0,7.0,8.0,8.0,6.0,4.0,7.0,10.0
class2Mut164_T14,15.0,15.0,15.0,15.0,14.0,15.0,15.0,15.0,11.0,11.0,8.0,9.0,15.0,15.0,11.0,14.0,14.0,13.0,14.0,14.0,13.0,11.0,12.0,1.0
class2Mut113_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,5.0,4.0,6.0,4.0,2.0,4.0,1.0
class2Mut59_T7,11.0,11.0,11.0,9.0,8.0,9.0,9.0,9.0,5.0,17.0,13.0,17.0,9.0,9.0,5.0,9.0,7.0,6.0,6.0,7.0,5.0,3.0,5.0,6.0
class2Mut167_T7,4.0,6.0,4.0,8.0,3.0,2.0,2.0,8.0,5.0,17.0,9.0,17.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,4.0,3.0,3.0,5.0,6.0
class2Mut146_T12,16.0,16.0,16.0,15.0,10.0,15.0,15.0,15.0,8.0,14.0,10.0,14.0,15.0,15.0,8.0,14.0,10.0,10.0,11.0,9.0,9.0,5.0,9.0,1.0
class2Mut158_T13,2.0,2.0,2.0,14.0,4.0,14.0,14.0,14.0,2.0,21.0,19.0,21.0,14.0,14.0,2.0,6.0,4.0,2.0,2.0,4.0,2.0,6.0,2.0,5.0
class2Mut127_T12,14.0,14.0,14.0,13.0,11.0,13.0,13.0,13.0,8.0,14.0,5.0,13.0,13.0,13.0,8.0,11.0,10.0,9.0,11.0,9.0,7.0,8.0,9.0,8.0
class2Mut82_T3,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,4.0,18.0,14.0,18.0,6.0,6.0,4.0,8.0,6.0,5.0,4.0,6.0,4.0,2.0,4.0,1.0
class2Mut29_T8,1.0,1.0,1.0,10.0,3.0,10.0,10.0,10.0,1.0,20.0,18.0,20.0,10.0,10.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0
class2Mut90_T0,6.0,5.0,6.0,3.0,10.0,5.0,5.0,3.0,20.0,2.0,3.0,17.0,4.0,3.0,20.0,3.0,4.0,12.0,9.0,2.0,2.0,13.0,14.0,1.0
class2Mut3_T2,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,21.0,1.0,20.0,14.0,2.0,2.0,21.0,2.0,1.0,3.0,5.0,1.0,11.0,7.0,8.0,3.0
class2Mut78_T7,11.0,11.0,11.0,9.0,8.0,9.0,9.0,9.0,5.0,17.0,13.0,17.0,9.0,9.0,5.0,9.0,7.0,6.0,6.0,7.0,5.0,3.0,5.0,6.0
class2Mut181_T2,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,21.0,1.0,20.0,14.0,2.0,2.0,21.0,2.0,1.0,3.0,5.0,1.0,11.0,7.0,8.0,3.0
class2Mut183_T9,13.0,13.0,13.0,12.0,17.0,12.0,12.0,12.0,13.0,9.0,11.0,8.0,12.0,12.0,13.0,19.0,16.0,16.0,18.0,15.0,15.0,14.0,15.0,1.0
class2Mut100_T15,18.0,18.0,18.0,18.0,10.0,18.0,18.0,18.0,5.0,17.0,14.0,15.0,18.0,18.0,5.0,15.0,6.0,7.0,6.0,10.0,8.0,3.0,5.0,1.0
class2Mut144_T7,16.0,16.0,16.0,14.0,9.0,14.0,14.0,14.0,5.0,18.0,17.0,16.0,14.0,14.0,5.0,16.0,6.0,6.0,5.0,9.0,8.0,3.0,5.0,3.0
class2Mut160_T1,7.0,7.0,7.0,5.0,20.0,5.0,5.0,5.0,18.0,4.0,17.0,2.0,5.0,5.0,18.0,20.0,20.0,20.0,15.0,19.0,19.0,18.0,20.0,9.0
class2Mut28_T3,1.0,1.0,1.0,11.0,3.0,11.0,11.0,11.0,1.0,19.0,19.0,19.0,11.0,11.0,1.0,11.0,2.0,1.0,1.0,5.0,3.0,6.0,1.0,2.0
class2Mut196_T15,16.0,16.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,15.0,10.0,16.0,16.0,16.0,7.0,10.0,8.0,7.0,8.0,8.0,6.0,4.0,7.0,10.0
class2Mut114_T1,7.0,7.0,7.0,5.0,20.0,5.0,5.0,5.0,18.0,4.0,17.0,2.0,5.0,5.0,18.0,20.0,20.0,20.0,15.0,19.0,19.0,18.0,20.0,9.0
class2Mut7_T1,8.0,8.0,8.0,6.0,20.0,6.0,6.0,6.0,18.0,4.0,18.0,2.0,6.0,6.0,18.0,20.0,20.0,20.0,15.0,19.0,20.0,17.0,20.0,2.0
class2Mut1_T0,6.0,5.0,6.0,3.0,10.0,5.0,5.0,3.0,20.0,2.0,3.0,17.0,4.0,3.0,20.0,3.0,4.0,12.0,9.0,2.0,2.0,13.0,14.0,1.0
class2Mut200_T8,1.0,1.0,1.0,10.0,3.0,10.0,10.0,10.0,1.0,20.0,18.0,20.0,10.0,10.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,4.0
class2Mut89_T10,13.0,13.0,13.0,12.0,15.0,12.0,12.0,12.0,12.0,10.0,7.0,9.0,12.0,12.0,12.0,15.0,14.0,15.0,16.0,14.0,13.0,13.0,13.0,2.0
class2Mut142_T15,16.0,16.0,16.0,16.0,9.0,16.0,16.0,16.0,7.0,15.0,10.0,16.0,16.0,16.0,7.0,10.0,8.0,7.0,8.0,8.0,6.0,4.0,7.0,10.0
class2Mut86_T12,20.0,20.0,20.0,19.0,12.0,19.0,19.0,19.0,8.0,14.0,16.0,10.0,19.0,19.0,8.0,20.0,9.0,9.0,9.0,13.0,8.0,6.0,8.0,1.0
class2Mut87_T10,13.0,13.0,13.0,12.0,15.0,12.0,12.0,12.0,12.0,10.0,7.0,9.0,12.0,12.0,12.0,15.0,14.0,15.0,16.0,14.0,13.0,13.0,13.0,2.0
class2Mut118_T8,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,20.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0
class2Mut198_T9,11.0,9.0,10.0,10.0,13.0,8.0,8.0,10.0,13.0,9.0,7.0,12.0,7.0,10.0,13.0,10.0,15.0,15.0,18.0,13.0,14.0,11.0,14.0,1.0
class2Mut192_T10,13.0,13.0,13.0,12.0,15.0,12.0,12.0,12.0,12.0,10.0,7.0,9.0,12.0,12.0,12.0,15.0,14.0,15.0,16.0,14.0,13.0,13.0,13.0,2.0
class2Mut155_T13,2.0,2.0,2.0,14.0,4.0,14.0,14.0,14.0,2.0,21.0,19.0,21.0,14.0,14.0,2.0,6.0,4.0,2.0,2.0,4.0,2.0,6.0,2.0,5.0
class2Mut152_T2,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,21.0,1.0,20.0,14.0,2.0,2.0,21.0,2.0,1.0,3.0,5.0,1.0,11.0,7.0,8.0,3.0
